,text,target,target_new,username,timestamp
5129,@SingtelSupport Hi SingTel if I end my Sim only plan earlier by 1 month How much penalty do I have to pay,-0.5,0,Zainul Cain Stark,1567310219
5130,Good riddance to bad rubbish @Singtel,-0.3,0,Unknown,1567309930
5131,Southern New Hampshire to offer college credit for Salesforce trainingSingtel invests S45mn to boost digital skills opens new space to facilitate learningAustralian Institute of Management Launches Digital Marketing T   ,0.6,1,Unknown,1567309620
5132,Ive check the price fr ip11 ip11 pro  ip11 pro max BITCH the gap between ip11  ip11propro max is HUGE well thats on singtel i,0,1,ً,1567309560
5133,Hi there sorry to learn of this  Allow us to check with the team further on this We appreciate your patience in the meantime Thank you,0.7,1,ash rehn,1567305840
5134,Im afraid that we do not have any updates yet as were still checking with the team Rest assured were liaising closely with the team with regards to the issue that you are facing We sincerely apologize for the inconvenience caused,-0.1,0,Zainul Cain Stark,1567302618
5135,@Singtel  can you please promptly update EPL remaining matches on SingtelTV Go  catch up tv I have noticed that some of the past matches also not been updated as should Please look into it otherwise then what is the purpose of having this catch up tv Than,-0.4,0,Dratornic,1567299462
5136,@Singtel @SingtelSupport can you please provide a timeline as its already been 7 days I can not use my sim,-0.6,0,Neo Wee Wu,1567298114
5137,Prepaid international Sim for Singapore,0,1,Farriz Haizad,1567297708
5138,Hi there were still checking with the team on this and well get back to you again once theres an update,0.3,1,Ab🏹,1567279305
5139,sayangnya gw pake singtel coba starhub banyakin gratisannya ntar gw ganti starhub  ,0.1,1,Hamzzz,1567272776
5140,Singtel lol but I got tvn,0.4,1,Joe Windle,1567269813
5141,@SingtelSupport @Singtel any update ,0,1,clem,1567269136
5142,Download N970FXXU1ASHE Official Android 9 pie for Galaxy Note 10 SMN970F Singapore SingTel SIN  SIN ,0.4,1,sᴏᴍᴇᴏɴᴇ™,1567267486
5143,Singtel announces 45 million investment in digital education  Asia is investing in their people@stroker,0,1,✨R I F I ✨,1567263128
5144,eeeeee singtel wifi sucks ah seriously ugh,-0.8,0,Priscilla,1567261596
5145,A price comparison of the latest iPhones with 2year plansCompared Price plans by Starhub M1 and Singtel for the iPhone 11 and iPhone 11 Pro pictwittercomTOgwsRazsv,0,1,Priscilla,1567260347
5146, SingTelIT35 ,0,1,Priscilla,1567259042
5147,Hi Im afraid this is managed by the content providers Nonetheless well share your feedback with the respective teams for future reviews of our content lineup Thank you,0.7,1,Dratornic,1567256800
5148,singtel wifi is horrible ITS 5G AND I CANT EVEN LOAD MY PIC ON TWITTER,-0.9,0,Dratornic,1567256596
5149,literally my wifi is acting up when its important  none of the pictures are loading up and my wifi is 5G cmon singtel dont kill me here,-0.9,0,BeYoUrSelF888,1567256551
5150,Download September 2019 Security Patch for Galaxy Note 10  N975FXXU1ASHE Singapore SingTel SIN  SIN ,0,1,ayimaris,1567255810
5151,Thanks for letting customers know,0.4,1,BK,1567253995
5152,@SingtelSupport hi my frnd is unable to get any connections on his iPhone even if i try to connect manually to singtel its not showing have tried restarting and removing the sim but no use,-0.8,0,Priscilla,1567253250
5153,Reskilling @Singtel will invest SGD45 million over three years to improve the digital skills of its 12600 employees in Singapore saying the initiative is designed to ensure staff remain relevant as the industry evolvespictwittercomXK9slgdr8H,0,1,ili⁷☀️🌙// #EGO,1567252140
5154,Hello @Singtel can we have this instead the usual boring hosts that you have currently on mio ,0.1,1,さちひろ,1567251826
5155,Hi The free additional data will be credited within 3 working days from the date of your registration Youll also receive an SMS alert to notify you when the free additional data has been credited,0.2,1,ky ⁷ !! ☆彡,1567251171
5156,@SingtelSupport hi I am getting some call from unknown person stating Singtel customer care saying my internet router is sending some spam emails and bla bla I am not a Singtel customer Could you note it so that your customer are not tricked,-0.9,0,Yadunath Srinivasan,1567248631
5157,Do keep a lookout for more info via email You can also stay tuned to our bulletin at ,0.8,1,yät,1567246844
5158,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomkHTJ07od08,0.7,1,タナー@旅ダム車中泊飛行機鉄道青森,1567245700
5159,Singtel Invests S45M to Boost Employees Digital Skills pictwittercom0vOfDmixly,0.7,1,MTV Asia,1567242806
5160,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomp3Y8KZCsTh,0.7,1,Priscilla,1567241651
5161,Singtel Invests S45M to Boost Employees Digital Skills pictwittercomIeXuKZ8U10,0.7,1,Priscilla,1567239481
5162,Update I just got an SMS saying more data is credited to the account with some number typo So we are good now  But this issue shows that some of your call center staff is providing wrong information This is serious Please dont let it happen againpictwittercomZTfryzjk7b,-0.6,0,Unknown,1567238460
5163,Thanks Sorry to say but I am listening the same thing since past 7 days I hope it will be fixed asapI really wonder if everyone said they are personally monitoring this case then what is stopping team to fix it,-0.4,0,Findom Balor,1567236841
5164,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomDSdNNUb8Sm,0,1,jonlfh,1567235959
5165,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomb0aEV2ZS9W,0,1,Unknown,1567234959
5166,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomkj31P1vtvu,0,1,Adam Howe,1567234846
5167,Singtel Partners Chinese Telcos to Establish International Data Link between Singapore and Chongqing pictwittercomgvaPFYyptt,0,1,Farriz Haizad,1567233834
5168,Hi The information is from a call I made to 1800 482 2800 at around 1512 Sep 15 for 29 mins she did put me on hold for a long time I didnt remember the name though DM me if you need more information And let me know how can I get the I data I was supposed to get ,-0.3,0,Tania Mae,1567231815
5169,just waiting for singtel to send the preorder instructions for iphone 11 pro when will the email be going out to customers,-0.5,0,રાણીમા નો ટેણી,1567231188
5170,I think as long as u have a singtel billing whether it is for hphouse phoneinternetmio tv it should be ok because the viu subscription will be billed to same acct,-0.7,0,jonlfh,1567227325
5171,Do allow us to check on this further with the respective teams Appreciate your patience in the meantime,0.7,1,📌[moved],1567226060
5172,Optus is singtel singtel  Chinese communist party probably would have to the contract through bribes mate,-0.3,0,syazani,1567225687
5173,Hi Ive followed you  do drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,0,1,★ JJK1⁷ ★,1567225040
5174,Sign up for Viu Premium if u are singtel subscriber u can get 1st 3 months free,0.2,1,Jobs Singapore,1567224848
5175,Dear @Singtel people open up pre order for iphone at 13th sept and you freaking open up on 18th sept Are you trying say that  i dont follow rules from apple ,-0.7,0,Unknown,1567221253
5176,Im at Singtel Tanjong Katong Telephone Exchange in Singapore ,0,1,Jai 🔴🏆🔴,1567218900
5177,Singtel dont even wish to open pre order for iphone,-0.3,0,k.,1567216468
5178,JSQUARED Small Frozen Yoghurt with 1 Topping for 3 UP 490 at llaollao Singtel Dash ,0,1,kumouchi,1567214956
5179,Singtel StarHub  M1 Price Plans for Apple iPhone 11 Apple iPhone 11 Pro  Apple iPhone 11 Pro Max ,0,1,Singtel Newsroom,1567214241
5180,JSQUARED 5 off 50 Min Spend Sitewide at Shopee Every Monday Singtel Dash ,-0.6,0,William Ang,1567212488
5181,hopefully singtel can replace my missing airpods zzz,-0.1,0,sʏᴀ,1567211542
5182,Singtel has announced an investment of S45 million over three years to deepen the digital skills of its 12600 employees in Singapore,0.2,1,AB Newswire,1567209406
5183,Stupud right singtel i switched to 4g cuz my wifi isnt working AND I EVEN SEND MESSAGE OUT LOL ridiculous,-0.7,0,PressRelease.cc,1567183781
5184,I wanna transfer back to singtel and for a new phone and then transfer back to whichever telco has better plans after,-0.2,0,Sanjay Kumar,1567181991
5185,Thanks for your reply There is no timeline shared I talked to 45 different people till now and everybody said that we are personally monitoring it and making it highest priority but no luck till now,-0.6,0,★ JJK1⁷ ★,1567181766
5186,i have mentioned the problem as shown in my tweet above ,-0.4,0,Warta Ekonomi,1567180833
5187,fuck singtel cheebye,-0.4,0,TauKoTembung.com,1567179602
5188,Swear to god SingTel Internet is so fucking shitty  I keep disconnecting in my phone outside recently And I even have to restart my damn phone just for Internet for like what  1 min  Then it goes off again best part it says 4G ,-0.9,0,IG: @WaspadaOnline,1567171859
5189,@SingtelSupport having slow network speed at home using mobile network Can singtel advice pictwittercomnJ8WciqfdK,0,1,Krishna (Plassey),1567166830
5190,JSQUARED 5 off Food  Beverage Combos at Cathay Cineplexes Singtel Dash ,0.2,1,GoSumutcom,1567159665
5191,Hi did our colleagues shared with you a timeline for an update,0.1,1,₆⁶₆ [Khabar Angin],1567155964
5192,Free 1 mth Epl screening on Singtel I think its time for me to sign up Internet free streaming been shitty these days ,-0.9,0,SGinvestors.io,1567155550
5193,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomJE8AsE3Upm,-0.3,0,🇸🇬💛🍬Nikka,1567150562
5194,And the channel singtel got one cannot ,-0.4,0,ぱたか,1567149792
5195,Changed my SingTel set top box on Friday and now it cant be switched on The heck I wanna watch Big Stage ,-0.8,0,ぱたか,1567149186
5196,SingtelAmazonSIM,0,1,Hydro Russia,1567148920
5197,SingTel   4GLTE   SIM 7 ,-0.1,0,ぱたか,1567148658
5198,@SingtelSupport @Singtel These are my complaint number 20190912715347189  20190912715347191 Talking to ur csr since 7 days and issue still not resolved They keep saying highest priority and 1 day every time but nothing happened Can you please help me out ,-0.8,0,Gokuldas K,1567142966
5199,I have not checked my email as often as I did the last few days just waiting on @Singtel to send the instructions to preorder the iPhone11Pro,-0.4,0,Singtel Support,1567141885
5200,SIMVoLTESIMMayumi U1  U1Singtel378pictwittercom4mYbThzRhs,0,1,Exogilz,1567141814
5201,Singtel378,0,1,Singtel Support,1567141266
5202,FUCK YOU SINGTEL YOUR WIFI SUCKS,-0.8,0,Joe Teh,1567140121
5203, Singtel  pictwittercomSFPVYfhZA3,0,1,khåi,1567138947
5204,To the cute guy at singtel who helped me thank u,0.7,1,Sandhya Sriram,1567138336
5205,  exo     @TicketinThai  singtel     pictwittercom7o3jpdA8sg,0.2,1,Singtel Support,1567136625
5206,Trying ringing em pal x,-0.1,0,TheFinance.sg,1567134540
5207,@SingtelSupport I dont recall being notified that iTV isnt broadcast as of 20Aug its one of the reasons I went with Singtel forTV The package I initially signed was supposed to have ALL football for a trial wasnt told EPL was  extra  on top now no iTV Wha,-0.8,0,~KYAN,1567134333
5208,Market Outlook PSR Singtel Azalea Straits Trading China Weekly Phillip SGWeekly ,0.1,1,Victor Soh 蘇,1567134321
5209,i saw the singtel satellite dish and thought it was gardens,0.2,1,Singtel Support,1567130948
5210,eh singtel the customer service legit shit like its an actl problem everytime they charge my dad extra for random shit and then my dad has to call them and tell them off and they also cannot do anyth right i swear,-0.9,0,Singtel Support,1567130340
5211,seriously fuck singtel for their shit customer service WHY THE FUCK AM I BEING CHARGED THREE TIMES FOR SPOTIFY PREMIUM SIAO AH  I NEED TO USE 3 TIMES OF IT MEH  called in to ask for wavier and why am i being charged THEY TELL ME NOW OH IM UNABLE TO OPEN THE BILL CAUSE ,-0.9,0,TheFinance.sg,1567130340
5212,i was in 187 and the data died all throughout bukit panjang to jurong also again later when i was in the train from je to yew teeis that singtels fault,-0.4,0,ticonhub,1567128273
5213, do u use singtel,0.1,1,けにぃ,1567125201
5214,Starhub singtel apa m1 yg bagus yaa,0.6,1,けにぃ,1567108975
5215,@SingtelSupport @Singtel This is unacceptable I bought 15 hi sim card which has promo of additional 6GB now But the singtel app says we dont get it Support says promo already end 8 Sep But the website says 30 Sep What is going on pictwittercomslA5YBxv4e,-0.9,0,ぱたか,1567104880
5216,Just got a callHi Singapore Telecommunications Service your number will be discontinued in 2 hoursme checks Singtel appexpires on 11 March 2020wow time flies fast,-0.3,0,Victor Soh 蘇,1567100103
5217,Ive pm you,0,1,Evan Kirstel,1567099901
5218,XO 78 also not bad uhhh Im already using singtel But wanna change plan uhhhh,-0.4,0,(„• ֊ •„)⁷,1567099533
5219,okay ive has to restart my phone five time today bc my data just dies suddenly and idk if this is an phone problem or a singtel problem help,-0.5,0,ぱたか,1567099502
5220,My singtel app ,0.3,1,ぱたか,1567098893
5221,Yeap Im still not able to connect to the internet even after changing my current singtel wifi router and optical network router to my old set The PON is red,-0.4,0,ky ⁷ !! ☆彡,1567098726
5222,Z74 Singtel  Week 1620 19  Nash NEX about to Mo0n   pictwittercomclBUDi9Wyz,0,1,Kush Katakia,1567098331
5223,Hi Are you currently still facing issues with your Fibre Broadband connectivity Do let us know well be here to help,-0.3,0,KAR,1567097460
5224,Im afraid this is managed by the content providers  Nonetheless well share your feedback with the respective teams on this Thank you,0.8,1,algit,1567095620
5225,neocityinsg if anyone needs the singtel presale code i have an extra one to give please dm,0.2,1,chi🌙,1567093694
5226,you can just show singtel operator logo or recent bill one of such things is entitled to 8 tickets,-0.5,0,Faw / YouTube: AETHERYBIA 🚀,1567092340
5227,The construction of Esplanade  Theatres on the Bays new 550seat theatre situated along its busy waterfront has begun In appreciation of Singtels generous donation the performance venue will be named Singtel Waterfront Theatre at Esplanade ,0.9,1,Deserito,1567092211
5228,Sg people tryna get the tickets thru singtel pre sale at SingPosthmu pls  NEOCITYinSG,-0.3,0,Ameenuddin Joha❗,1567088735
5229,i have restarted my modem but it still persists is it just singtel have shit connection,-0.9,0,💛 Chanyeol Onii-san 💛,1567088244
5230,im literally sitting right in front of my modem but Im barely getting any wifi wtf this is getting worse is my dad really paying so much for shitty internet fuck singtel,-0.9,0,ky ⁷ !! ☆彡,1567086635
5231,Post office tbh but then i realise i need the phone bill to verify that im a singtel user so post office is out of the qn alr,-0.2,0,Alan Soon / @SpliceNewsroom #SpliceBeta,1567085334
5232,to anon  ive bought tickets from singtel pre sale sometimes u get really good tickets  but the site crashes a lot  so try to have more tabs and use both google and internet explorer ,-0.7,0,비비예리,1567084385
5233,hi ppl have been saying singtel tickets are not very good is that true should i buy on Sunday instead  this is what im thinking too hnnnggg i really dont know  ,-0.7,0,💛 Chanyeol Onii-san 💛,1567083851
5234,@Singtel charged me 400 SUDDENLY coz my data roaming on im shook  didnt even use any data how can they charge me for nothing Dissapointed,-0.9,0,Dratornic,1567082748
5235,LOL IM SHAKING SHLD I GO SINGPOST INSTEAD AKSBIWEBJ BUT I CANT ACTUALLY CAUSE IM NOT SINGTEL,-0.7,0,Sahgiel Yves Parcia,1567082061
5236,Youre most welcome Do note that itll have to be the registered subscribers ONEPass account in the My Singtel App used as thats where the Fibre service will be shown at the bottom of the launch page  Let us know how it goes well be right here,0.7,1,「 𝘴𝘪𝘮𝘭𝘪 𝘭𝘰𝘢𝘧 𝘤𝘩𝘢𝘯𝘯𝘪𝘦」🦦❤️,1567081817
5237,Hey there Oh no we wouldnt want that  Able to share with us whats wrong Were here to help,-0.1,0,MAJBMD,1567081623
5238,Hey there were sad to hear this  Able to share more details with us on the issue you are facing Additionally may I ask to clarify if you are referring to home broadband or public Singtel WiFi,0.5,1,Bali Antara News,1567079303
5239,If you notice it happens to specific sites while other sites are fine it may be due to the traffic to that specific site However if it happens across all sites do perform a Connectivity Test via the My Singtel App to help identify potential issues with your connection,0.6,1,yoon Sui Yin,1567079041
5240,Although I cant I am disappointed the telco will show Singtel and not GOMO,-0.5,0,PAULINE,1567077763
5241,One of the most amazing projects I have worked on so far  KIOSK which dispenses a phone Agent Video Assist  CoBrowse feature from our company @tetherfi Super proud @Singtel @businessinsider Singapore Singtel,0.9,1,Hydrogen,1567077281
5242,Wa singtel your wifi is shit your data is shit u are basically pure shit,-0.9,0,BooCheang Khoo John.,1567076647
5243,@Singtel all u have to do is provide good wifi but you failed at that miserably so fuck you,-0.8,0,HBL,1567076239
5244,yea i texted this girl who was selling the singtel codes and she said this pictwittercomelz0UPvgeg,-0.3,0,Sahgiel Yves Parcia,1567074478
5245,got singtel priority so getting my tix tmrw instead my nervousness increased by x2 ,0,1,BTYJ,1567072740
5246,cant believe some people are actually selling their singtel codes,0,1,Jateng Pos,1567070357
5247,hi sorry for adding onto the endless qns but is the singtel code only available for one device so i cant try  if Im not wrong its one code per ip address cause i have three of my own codes lol ,0.3,1,iGloobe.info,1567068805
5249,YALL I FORGOT TO TURN ON MY WIFI WHEN I GOT HOME FROM WORK AND IVE BEEN WATCHUGN SHOWS AND IM ON MY THIRD EPISODE AND I JUST REALISED I WATCHED THREE EPISODES USING MY DATA BLESS JESUS MY DATA RENEWS TONIGHT WELPS AND BLESS SINGTEL FOR THE EXTRA 6GB TT,0,1,Singtel Support,1567066724
5250,May I clarify if computers are also unable to connect to your home WiFi Also as you shared only some mobile devices are unable to connect how about the devices that are able to connect does it have a stable internet connection,-0.7,0,Bibekananda Dash,1567062518
5251,hi  i need help if i call up to buy tix for tmr do i say my singtel code or smth  i dont recommend calling cause you may waiting on call queue for a long time  my friend works at sports hub and she said its pretty bad ,-0.8,0,✞DonQuixote Dhuha✞,1567061737
5252,anyone wanna borrow ur house wifi  its fine as long as its not singtel wtf bro pls stop rolling out affordable or new plans and start improving ur internet,-0.3,0,Amanda 💜,1567060967
5253,have u gotten it singtel code  yes  ,0.5,1,ticonhub,1567060321
5254,Hello saw your tweet Sure you can just flash the Singtel operator logo on your phone or present your latest bill at any Singpost outlet or Singapore Indoor Stadium box office to enjoy the priority sale from 22 Jun 2019 10 am onwards  Tickets are subject to availability,0,1,Jie/ Senjalawa,1567059827
5255,hi may I ask for Singtel priority can I purchase the tix at SingPost ,0.2,1,samsung galaxy rom,1567059007
5256,i am at the point that i feel like jus throwing the 20 away because of singtel wifi ,-0.2,0,Reads Fic at 3AM ⭕️,1567057552
5257,yall okok sjahjsjs i cant believe i have singtel priority and im going to try to get my tickets tmrrrrr wish me luck omgogmgogmgogmg NEOCITYinSG,0.2,1,Impossible Marketing,1567056686
5258,my mum put a ban on me stating that i cant go for any kpop concert until i turn 18 foshdo so i gave my singtel code to a friend and ill just sob at home,-0.8,0,Singtel Support,1567054133
5259,done it many times,0.1,1,ɴᴀɴɪɪɪ,1567054020
5260,I wont complain about singtel anymore lah here in New Zealand I want to send pic on ws take two days,0.5,1,Singtel Support,1567050523
5261,SIMON SAYS Whos going to meet NCT127 on 20 JulyNCTzen says WE ARE D2 to the general sale of NEOCITYINSGTickets on sale Singtel Priority Sale   General Sale  pictwittercomBm9nvM2VpR,-0.4,0,Ng Shi Xuan 黄士軒,1567049820
5262,people rlly be SELLING the singtel codes  clowns,-0.7,0,AsiaOne,1567049424
5263,those people who are selling the singtel promo codeyall nasty ,-0.6,0,Lim Wen Sheng,1567049179
5264,Singtel pls fix ur internet keeps getting disconnected starting to get annoying,-0.8,0,Singtel Support,1567043373
5265,if only I use Singtel ,0,1,AEC News Today,1567043301
5266,omg im panicking the singtel presale for nct in sg is tomorrow im sad ,-0.3,0,Singtel Support,1567043280
5267,Do you think Singtel priory sales is good I wanna see nct but idk is it good for standing  Standing buy using phone You can check your queue number ,0.3,1,Singtel Support,1567043190
5268,Hmm how about computers Could you try with your device to disconnect and select Forget Network to reconnect again with your WiFi password to see if it still persists,-0.8,0,CadaazZdotcom,1567042314
5269,um some phones cant connect to the wifi,-0.5,0,mia@2019SFC解脱,1567041929
5270,dont be disheartened from what i know buying tix via singtel priority  all good seatsgood queue nos they will block out certain seatsqueue nos for general sales as well ,-0.1,0,The Straits Times,1567039932
5271,Yes got it,0.3,1,Rajiv Menon,1567034152
5272,i dont use singtel  this is discrimination for us m1ers smh,-0.9,0,(HLWee) Alim-melanau name.,1567031669
5273,Hi thank you dm already,0.3,1,iGloobe.info,1567028091
5274,Hey there Ive given you a follow Able to drop me a DM with the registered subscribers full name account number and a contact number,0.1,1,ky ⁷ !! ☆彡,1567014885
5275,Hi there is there anything we can assist you with,0.4,1,Belinda,1567009812
5276,Need to talk to a customer service consultant to resume my miotv and internet Paid the outstanding bill already,0.8,1,WAOW LADY GUZWOMAN,1567009806
5277,currently listening to without you chinese ver and im emotional  omg i keep thinking i wont be able to go  since im not a singtel user i feel like I have a lower chance in getting tickets ill try to have a little faith  NEOCITYINSGpictwittercom894OICXT34,-0.3,0,WAOW LADY GUZWOMAN,1567008745
5278,uh my friend says shes going to tell her friend asking for singtel number which mean if her friend has shes going to buy me ticket for neocity sg tomorrow AJDKSMKSSNKSS I SUDDENLY HAVE BUTTERFLY ON MY STOMACH,-0.5,0,🔗bitsmart.io,1567008222
5279,Hi there yes you may do so at selected Singtel Retail outlets May I enquire if you had already terminated your service,0,1,iGloobe.info,1567008063
5280,hais why am i under starhub literally doing everything possible to get the singtel code rn,-0.5,0,STcomSingapore,1567007674
5281,nope every singtel user has different type of codes so you cant use your friends code to buy the tickets unless your friend buys the ticket for you using her code then its fine,-0.8,0,Alif Asyraf,1567005147
5282,For offline purchases Singtel mobile customers will have to flash their Singtel operator logo or latest bill at anySingPost outlet or Singapore Indoor Stadium Box Office to enjoy the priority sale Tickets will be sold at thefollowing Singpost outlets ,0.3,1,Sahgiel Yves Parcia,1567004554
5283,for the singtel code thing is it ok if i use my friends one yes right,0.2,1,STcomSingapore,1567004041
5284,  singtel  5555  ,0.4,1,Randydom,1567003344
5285,Anyone going alone for orange cat Im a singtel user so im thinking of buying it tmr So lets buy tgt NEOCITYINSG,0.7,1,Dratornic,1567002869
5286,If i have the code for singtel must i purchase it through the link that singtel gave or can i purchase it from t  The link singtel have still leads to sportshubtix HAHA but both ways is fine ,0.5,1,엔젤린Angel,1567002458
5287,omg i got my singtel presale code,0.3,1,Samsung Gear 360,1567000543
5288,THE BENEFITS THOOOO But sadly singtel has more perks  I regret changing now fdanlfk,-0.2,0,ザイヂル,1566998344
5289,Is this the singtel operator logo we gotta show for physical queue Is it referring to this NEOCITYINsingapore NEOCITYINSGpictwittercomj1cSSSOKez,-0.2,0,Eric Cheng,1566997905
5290,its for singtel users to get their codes ,0,1,Eric Cheng,1566997602
5291,i doubt you need to present it because quite pointless singtel just want to promote their company haha they dont care if its yours or not,-0.7,0,bev ng ( 베브엔 ),1566997563
5292,We started a Temi Owners Club Just go to FB by clicking here ,0,1,Sahgiel Yves Parcia,1566996525
5293,ahh thank you so much for the info,0.4,1,CNA,1566996120
5294,@ singtel users pre sale peopleafter yall get the code theres the get tickets partwhere does that lead you does it lead you back to the original ticketing website pictwittercommelmPO4W4v,-0.3,0,SUARANTB.com,1566994444
5295,if i were to ask my friend who use singtel to buy a ticket using her code but she herself wont be attending the concert is it possible,-0.4,0,Sahgiel Yves Parcia,1566994221
5296,JSJJS THE SINGTEL ONE,0,1,Dratornic,1566993540
5297,LITERALLY HALF OF SINGAPORE USES SINGTEL,-0.1,0,Uli,1566993219
5298,OKAY SINGTEL SALES LEZ DO IT,0.1,1,Qevan Guo - IoTeX,1566991651
5299,I just watched recorded movie kau yang satu via Singtel Mio AstroRia  Starring @AaronDwiAziz @IzaraAishah @aamyrarosli @HisyamHamid7 @soowincci it made my hubby cried   Great cast  potrayal of roles rendered just awesome,0.9,1,Kune,1566990523
5300,i dont think so cause i used it for ideal cut and it seems fine They dont need the person,0.4,1,Dratornic,1566990308
5301,i am stressed ticketing is tmr and bless my mom for being a singtel user ,0.7,1,BasicNewbie,1566989295
5302,is there any sg singtel users that can help me getting a presale code for nct i am willing to pay small amount of money NCT127inSG Singapore NCT127inSingapore,-0.1,0,A.Gaur,1566987435
5303,got a singtel priority code and I can now go to sleep peacefully,0.8,1,Raja Ular Sunway,1566985004
5304,Hi @Singtel For those who will be buying NEO CITY tickets over the counter tomorrow using our family members Singtel bill does that family member need to be present or can we just bring hisher Singtel bill,0.3,1,Dratornic,1566984108
5305,So when Singtel customers purchase tmr theyve to enter the code thats given and itll only work with a phone number registered to Singtel,-0.9,0,Dratornic,1566983471
5306,Basically our local telco Singtel partnered up with SM and the local organizer to give access codes for the priority sales General sales are on Sunday morning but priority sales for Singtel customers are tmr morning But there are allocated tickets for general sales too,-0.3,0,Offsets accepted - VISITOR™ Q,1566981084
5307,Thats odd Did you reached out to our colleagues for assistance on this,0,1,Bharti Airtel India,1566978480
5308,please dont be nice and share the code to 300 other people excuse me its called priority ticketing for a reason unless yall pay singtel for monthly yall shouldnt be sharing the codes,-0.3,0,Singtel Support,1566976745
5309,my friends werent responding but bless my grandma uses singtel ,0.5,1,RΛZΞR Xian,1566974340
5310,got my singtel promo code alr coz im scared and now im bout to head back to sleep ,-0.2,0,タン,1566973265
5311,yeay got my singtel code  back to sleep,0.4,1,Farah Wani,1566970807
5312,Why the fuck is the code redeem for singtel on a whole different day from the day of sales for nct127 sia,-0.7,0,Nyetto-San,1566970743
5313,BUY SINGTEL STOCK NOW ,0,1,kj,1566966020
5314,Nct 127 Neo City Tour in SingaporeTiketing Service Last callSINGTEL PRESALE 22633 SGD 6 slots available NCT127inSG,0,1,Singtel Support,1566965435
5315,Wahhh  on SingTel post pictwittercomhMaW5vYRZn,0,1,タン,1566964441
5316,fk singtel,0.1,1,AFIF,1566960922
5317,IDK but my mind tells me once we get our singtel codes for neocity therell be ppl on carousell selling the codes ,0.6,1,Telkomsel Bali Nusra,1566959306
5318,omg singtel u fking suck,-0.9,0,Singtel Support,1566958838
5319,NCT127 NEO CITY IM SINGAPORESINGTEL PRESALELAST CALL helping to purchase tickets for sgcommission 50 per ticket Full Payment  bank transfer group orderDo check out my pinned tweet for experienceNEOCITYinSG NCT127inSG NCT127inSingaporeNCT127pictwittercomTdnuRjL1iO,0.5,1,Singtel Support,1566957540
5320,Singapores @Singtel opened the coolest unmanned store Guess who is there at your service Singtel Robot Retail Innovation Technology Robotemi,0.8,1,Eric Cheng,1566957540
5321,Regardless of industry or market share aligning digitaltransformation with business strategies is crucial to success Innovation Partner Doug Brown @Singtel speaking on Enabling Digitalization of Enterprises Around the World CIODenver CISODenver digitalizationpictwittercoma1wyYFRXgc,0.5,1,Majalah ICT,1566956586
5322,is singtel down,0,1,jetscomrade,1566955976
5323,lol singtel your wifi is getting worst day by day,-0.8,0,Pheobe Tan,1566948396
5324,Singtel launches bus train contactless payments for Dash mwallet users ,0.1,1,Evan Kirstel,1566947315
5325,@SingTel can anyone help fix my wifi,0,1,Nura 👑,1566926764
5327,so @Singtel @SingtelSupport what is happening with ur wifi these days ,0,1,Somebody,1566924923
5328,SingTel is having issues since 0146  RT if its down for you as well SingTeldown,-0.2,0,-it-krits-,1566922755
5329,@SingtelSupport WHY MY SINGTEL WIFI GOT ISSUES FK PLS FIX,-0.8,0,A.Gaur,1566922120
5330,i m really surprised at how well circles is working in the middle of the sea Singtel yall can go fk urselves,-0.3,0,Sahgiel Yves Parcia,1566919945
5331,@TikkyCassY,0,1,Sahgiel Yves Parcia,1566918599
5332,If anyone needs the Singtel Priority Code for NCT Concert In Singapore can DM me NEOCITYINSG NCT NCT127,0.3,1,BTYJ,1566915272
5333,nooo i need help from someone who uses singtel hhhh,-0.1,0,Kiosks.ru,1566912180
5334,Job Engineer  Company Singtel  Location Singapore S00  Singapore  Singapore Telecommunications Engineering Jobs  More info at  ,0.2,1,BTYJ,1566911784
5335,I have a monthly data roaming plan Malaysia with Singtel I subscribe an additional 1GB plan from 13 to 19 June to cover my data usage,0,1,BTYJ,1566909681
5336,Come to Malaysia plssssssssssss,0,1,MERDEKA,1566909638
5337,whos using singtel here i need help ,0.4,1,siddharthmnm,1566909287
5338,Who owns Airtel and VodafoneIdeaSingTel owns a big chunk in Airtel,-0.1,0,Majalah ICT,1566909130
5339,We regret seeing this here Able to share if there is anything we can help you with regarding your Singtel services,0.6,1,Majalah ICT,1566908990
5340,the way i had to get singtel numbers just to get into the motherfucking presale,-0.2,0,Balipuspanews.com,1566903056
5341,Yes ah but i no singtel needa rely on yall ,0.3,1,Radar Pekalongan,1566902922
5342,Singtels nextgeneration popup retail store UNBOXED boasts a portable design and smart technologies that allow it to be completely unmanned  technology innovation automationpictwittercomAHtAAYXdUB,0.5,1,MelisaG👻💀🕳‼️🚶🏼‍♀️🍺,1566902690
5343,jtbc singtel one have anot,0,1,Gregor Schmidt,1566902126
