,text,target,target_new
2501,We understand that you reached out to our hotline today Rest assured that our respective team is looking into this Appreciate your patience in the meantime,0.6,1
2502,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
2503,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
2504,Sygnum gains Swisscom and Daura as partners and Singtel@SygnumOfficial @Swisscomde Singtel telecomNews @telecomguru2017 TelecomGuru Link,0,1
2505,Singtel to invest 45 mn to improve staffs digital capabilitiesIt will organise training programmes with workshops and courses for its 12600 local employeesRead more Globalbusinessoutlook GBOmagazine Topstory,0.9,1
2506,Its 24hrs and the problem has still not be identified,-0.5,0
2507,So annoyed with Singtel Can they drop the iPhone 11 prices alr ,-0.9,0
2508, MVNO operates in Australia using Optus Singtel network ,0,1
2509,Singtel to spend 45m over next 3 years to enhance staffs digital skills ,0.5,1
2510,Hey there As we do not have the further details yet do stay tuned to  for updates ,0.3,1
2511,telkomsel bukannya telkomsingtel ya telkom 65 singtel 35,0,1
2512,Fucking singtel WiFi being a disappointment again,-0.9,0
2513,ok @Singtel @SingtelSupport i need to know the prices for iphone 11 like asap,0,1
2514,Can Singtel buck up their Internet man omg just no words,-0.1,0
2515,@Singtel invests S45mn to boost digital skills with an aim to accelerate employee learning and skills development Tap to read more@,0.8,1
2516,cb singtel data fking fucked up nabei halfway play my gatotkaca moonwalking or shuffling,-0.9,0
2517,Singtel invests S45 million in employee digital skillsprogram ,0,1
2518,HRNews Singtel has announced an investment of S45 million over three years to deepen the digital skills of its 12600 employees in Singapore ,0.2,1
2519, enters Australia market through tieup with Singtels Optus ,0,1
2520,@SingtelSupport complain number 20190913 715352176  Since last night there is no incoming and outgoing calls working on singtel mobile phones serving our address All the details are in the above complaint number This is not just affecting 1 home but most ,-0.5,0
2521, enters Australia market through tieup with Singtels Optus ,0,1
2522,Tu starhub sis I using singtel sis Hais,0.4,1
2523,@CirclesLifeSG extends reach to Australia through tieup with @Singtels @,0.3,1
2524,The extender youve mentioned previously  are you referring to the WiFi Mesh equipment purchased with us,0,1
2525,Hi Are you currently still facing issues with your Fibre Broadband service as of this morning,-0.2,0
2526,Hi Aside from opening up Safari  are you facing any issues when youre using other applicationsactivities eg social media platforms video streaming etc,0.6,1
2527,Singtel Receives Industry Recognition for Flagship Retail Store pictwittercomuF588Aave7,0.3,1
2528,Singtel Receives Industry Recognition for Flagship Retail Store pictwittercomoWh1UV6Cyg,0.3,1
2529,Singtel Receives Industry Recognition for Flagship Retail Store pictwittercomfXJ7YB0ow3,0.3,1
2530,Singtel Receives Industry Recognition for Flagship Retail Store pictwittercomtYJkjZOSqM,0.3,1
2531,Ever since I upgraded my @Singtel plan last week to the XO my mobile data signal drops frequently Pushing off and on my mobile data button doesnt work at all Is this a scam Look at the time stamp Im just staring at a blank  pictwittercomKWilmT9Vhb,-0.9,0
2532,Is sydney really just experimenting with the internet singtel frustratedpictwittercomedeJROArj4  at Sydney Airport SYD,0.5,1
2533,im actually paying singtel 100 for a horrible data ,-0.9,0
2534,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomAqL3tM6fza,-0.3,0
2535,SingtelStarHub10SGDTopupStarHub10SGDTopup 1500MB,0,1
2536,Singtel Topup done 20SGD180,0.1,1
2537,singtel u suck,-0.4,0
2538,Singtel StarHub link Singapore and western China in data pipeline       FIRMS in Singapore and western China could get better data links between the two regions with an international data channel from here to Chongqing launched on Wednesday   pictwittercomoIAx2sCg5n,-0.1,0
2539,I swear singtel has the worst wifi ever why the fuck am i always disconnected every now and then,-0.9,0
2540,future singtel ads need to take notes from this ad HAHAHAHAH,0,1
2541,God I cannot believe I didnt skip this Singtel ad  pictwittercomOhFTjrWqOZ,-0.2,0
2542,The guy you sent was the one who said that it cant be done as the range is too far So  thanks anyways,0.2,1
2543,Retail SMB Coach  12 month secondment or fixed term contract Singtel  Brisbane QLD  The Retail Sales Coach is sales and performance focused and uses business insights and sales expertise to coach inspire and   For More Jobs  Please Go2 Our Page,0.6,1
2544,Why Singtel Mobile Leasing havent release price for new iPhone,-0.2,0
2545,bruh singtels wifi sucks ass ever since i came back from my trip,-0.6,0
2546,Do perform a Connectivity Test via the My Singtel App while logged in to your ONEPass account Then follow these steps  Launch the app Scroll down to select your Fibre service Perform a Connectivity Test  Click Yes Start TestDo share the outcome of the test ,0,1
2547,singtel 4G connection in tampines needs to improve pls,-0.3,0
2548,You may install the WiFi mesh just outside your bedroom while still within connectivity range from the wired WiFi mesh and leave the door open to get the best connection,0,1
2549,Very very special Indeed,0.6,1
2550,Couldnt install the mesh in my room as apparently the range is too far from the original router ,-0.6,0
2551,Hi there sorry to learn bout it May I clarify if you meant that you are still facing intermittent connection even with the WiFi Mesh installed in your bedroom,-0.7,0
2552,Singtel M1 ROI Out but StarHub Shows You the Pricing of iPhone11 pictwittercomhhR00LAE6Y,0.6,1
2553,Singtel M1 ROI Out but StarHub Shows You the Pricing of iPhone11 pictwittercomgUAX8YdBVG,0.6,1
2554,singtel is pissing me off,-0.8,0
2555,Singtel invests S45 mil to boost digital skills of 12600 employees  ,0.3,1
2556,Singtel Ericsson and Singapore Polytechnic open 5G Garage  Newspictwittercomu7wNRkYodm,-0.3,0
2557,They really something special bro Once my contract is over im gonna jump to StarHub When i was using StarHub really 100 times better,0.4,1
2558,Singtel wifi really special Fucking fast,0.2,1
2559,0 if recontract with SingTelJoke aside thats half of an average SLeague players monthly salaryOr a month  ,-0.2,0
2560,hey singtel can i convert my talktime and SMS to data ,0.5,1
2561,I rdy fking pay my fking singtel bill and that motherfker just disconnect my line,-0.8,0
2562,Im really not a bot  Tweet us if you have any questions,0.1,1
2563,@DoTIndia You can see the attached response from @AirtelPresence  Now what else you require to take some action when I am complaining regarding the same since past more than 2 years@SanjayDhotreMP@AmitShah@,0.1,1
2564,Kau ape singtel ke,0,1
2565,Yo guys Im definitely not a bot Anything I can help with,0,1
2566,Singtel,0,1
2567,Singtel to invest S45 mn to add digital job skills to employees  singapore jobs,0.4,1
2568, Singtel invests S45 million to boost employees digital skills,0.2,1
2569,Panel session at BigData  AI Leaders Summit Singapore 2019 data leaders from Singtel VISA DBS SMU Validus and Girls in Tech discussing womenleaders in the data world FWDSummits diversitypictwittercomNjk8q6Ju0u,0,1
2570,Singtel invests 45 mil to boost digital skills of 12600 employees ,0.3,1
2571,@DoTIndia As u forward to d concerned TSP @AirtelPresence does a formality by tweeting Predrafted tweets on @DoTIndia tweets  this is going on @SanjayDhotreMP ji @SecretaryDoT but no action or resolution @AmitShah@,-0.2,0
2572,Dmed,0,1
2573,Retail Singtel  Singtel Jobs ,0.2,1
2574,Singtel to invest S45 mn to add digital job skills to employees,0.5,1
2575,Im at SingTel Shop in Singapore ,0.2,1
2576,Singtel invests S45 million to boost employees digital skills enabling employees to thrive and remain relevant in the digital economy DigitalTransformationpictwittercomRJSu0tRPTd,0.3,1
2577,FOR 25 BUCKS FOR REAL But I dont like SingTel Personally their networks sucks My bro swapped SingTel for M1 my mom for Circles so  all I know is that their wifi is the worst lmao,-0.4,0
2578,Hi yes I am now wifi cannot even connect,-0.4,0
2579,Really Excited to have @Singtel back at @itexpo and @sdwanexpo Feb 1214 2020 Floridaucoms ucaas uc voip csp msp reseller broadband p2p sdwan siptrunking voip mpls sip ld itexpo @enjoyFortLaud tech it telecom quobis pbx webrtcpictwittercomI38DO8nCmG,0.9,1
2580,All ready for singtel preorder to start ,0.3,1
2581,Jangan dibangunin ya @Singtel biar jadi mimpi aja SwawkanxkKNkaakwak,0.2,1
2582,ACT Now to be Future Ready Singtel is investing to Accelerate employees learning and skills development Cocreate their skills progression pathways and Transform their roles into emerging ones for the future businesses pictwittercomDTKVjk4iNu,0.8,1
2583,Punya mimpi bisa jadi NOC @Singtel @SingtelSupport tinggal di singapur sana keren kali yaaa,0.2,1
2584,At Singtel today to celebrate the launch of their new workspace to support their Accelerate Cocreate Transform ACT initiative  a strong focus on capability development in their workforceCongrats to Aileen Tan Chee Keat Koh the team for this b,0.6,1
2585,Chua Sock Koong GCEO Singtel on the future of work It wasnt so long ago that drones robots  AI were the stuff of movies But the science fiction of yesterday is fast becoming todays realitywe must adapt to the new world that technology is creating Singtel,0.1,1
2586,We are at Singtel@8George How can employees adapt to the digital economy Watch this space as we have an exciting announcement coming up Singtel DigitalTransformationpictwittercomjlut2KVVtg,-0.2,0
2587,Kudos to Singtel for the Singapore IoT Service Provider of the Year and AsiaPacific Telecom Group of the Year AwardsSingtel received the awards at the recent Frost  Sullivan Best Practices Award 2019 in Singapore Join us to congratulate Singtel FrostAwards IoT TelecompictwittercomUoDWWfMsyh,0.8,1
2588,Singtel StarHub link Singapore and western China in data pipeline ,0,1
2589,Ohhhh you need to download the my singtel app then they have this step up challenge then you just activate then can do the steps challenge and receive rewards,0.4,1
2590,Singtel laaaa,0.1,1
2591,cfm singtel right,0,1
2592,Mine singtel huhu but Im changing contract for a bigger data and I only have to pay for 78 for 40gb But yeah probably have to pay extra cos its the latest iphone model ,0.1,1
2593,Gotta flee to singtel soon after years of being with starhub Time to bid goodbye 9199 You served me well for 9 years,0,1
2594,Highlights of InnnovationLabs visits for DSCI CyberSecurity Delegation in Singapore Final Day Engagements The cybersecurity startups visited some of the leading innovation labs in Singapore @GrabSG @Mastercard @Singtel  engaged with innovation teams to explore synergies pictwittercomUrUCOJbGRB,0.6,1
2595,Seriously expecting kerja area klang or shah alam je Nak duduk rumah dengan mak Macam dulu2 zaman kerja singtel Best kot duk umah Balik ada makanan Cuma tak bebas je la Itu sajoo dengan kena dengar sadam membebel Eh banyak pulak tak bestnya Tapi ada anas okla,-0.1,0
2596,Go global start with ASEAN so global companies will join eg JollibeeCoffee Bean GlobeSingtel SMC Philippine Airlines Cebu Pac More exposure with probably lesser playing days,0.1,1
2597,so survey iphone lama dengan iphone 11 i expect singtel macam murah je hmmmmmm,0,1
2598,Ironic moment when Singtel TV Go app is so damn fail But still support Liverpool as diehard Lolol pictwittercomLHxGKYyz4n,-0.5,0
2599,Ready to make the leap to the new Apple iPhone 11 series M1 and Singtel have their registration of interest pages up to better facilitate preorder management ,-0.1,0
2600,SingteliPhone 112iPhone 11 Pro ,0.2,1
2601,A505FDDU2ASH3  Galaxy A50 SMA505F SIN Singapore SingTel SIN ,0,1
2602,Changed to Circles  two years ago and didnt look back On M1 now but Singtel was milking me for over a decade too,-0.9,0
2603, Singtel partners Chinese telcos to establish data link between Singapore and Chongqing,0,1
2604,You are the worst internet service provider @talk2GLOBE @enjoyGLOBEglobeathome Globe Globesucks globetelecom globebroadbandcc @Ayala1834 @Singtel @SingtelSupportpictwittercomCq60JNryuw,-0.9,0
2605,Hi there weve given you a follow Do drop us a DM with the registered subscribers full name account number and contact number so that we can look into this further ,0,1
2606,Weve relayed your concerns to our colleague and she will reach out to you again with regards to this We appreciate your patience in the meantime,0.6,1
2607,So far it works,0.5,1
2608,Heheh i cant wait for Singtel to start selling iphone 11 pro max,0.5,1
2609,Tay Yeow Lian MD of networks for Singapore at @Singtel  found 5G NSA can reduce latency by about half to 1015ms from 2040ms Outlined lesson learned such as black holes in apartment blocks trees blocking some signals and decreased the speeds from 50Mbs to 40Mbs indoorpictwittercomISrV9pZMxq,-0.4,0
2610,Singtel is partnering with three China telcos to link seven industrial parks in Chongqing with connectivity to Singapore as part of the China Chongqing  Singapore International Data Channel which was launched today pictwittercomC9zLCdie3p,0,1
2611,Singtel Dash is allergic to Android 10 pictwittercomp5iykzrFXj,-0.4,0
2612,Let us know if you still had not received the call back by the time line provided if any Were still here to help,-0.6,0
2613,Hi there saw your tweet Are you facing any issues connecting to Singtel WiFi with other devices,0.1,1
2614,My SingTel wifi decided to fail on me when I need it the most ,-0.3,0
2615,Hi there thanks for highlighting this to us Apart from that your usage is not affected right,0.7,1
2616,Waiting for Singtel to come to the new office for site recee its been 15 hours im about to rot in here,-0.1,0
2617,Now then I know this phone can use Singtel WiFi,0.5,1
2618,I am still waiting for a call back from the right person Third time ringing Singtel SingtelCustomerServiceIsTerrible,-0.3,0
2619,idk though i hope not ah cause i saw the prices and its 1k but i think thats the phone aje im changing from singtel to starhub so i hope the phones murah ah ,0,1
2620,Hi there are you the registered subscriber of the service,0,1
2621,Im waiting for a return phone call But no call back yet,-0.2,0
2622,@SingTel ReadyRoam consumption measurement is broken Old subscription ended Monday New subscription started Tuesday I reset my counter Used 150MB Get a warning to have used 56G which is last period Please fix fail,-0.9,0
2623,@SanjayDhotreMP ji its been high time of this harrassment by @AirtelPresence @sunilbmittal @airtelindia @airtelnews  now they completely refused to resolve d issue@SanjayDhotreMP ji your immediate intervention is required@SecretaryDoT@DoTIndia@AmitShah@an,-0.7,0
2624,Singtel Signs MOU With China Telcos to Establish ChongqingSingapore Data Link ChinaTelecom Stock MarketScreener pictwittercom2xXkbSixXJ,-0.1,0
2625,What does the road map to 5G look like  Tay Yeow Lian Managing Director Networks at @Singtel tells us more about their learnings from @Singtels endtoend trials and their ongoing trials with enterprises View the full agenda here  pictwittercomdSoi5ICqKP,0.6,1
2626,I think the post already explain whats going on here ,0,1
2627,I tried resetting through that tiny button with a satay stick too,-0.7,0
2628,Hi there anything we can assist you with,0.4,1
2629,Good morning to you too Yup its still slow ,0.5,1
2630,Hi there good morning to you Are you still facing this issue at the moment,0,1
2631,but sign up contract dgn singtel also ok ok,0,1
2632,A good number of the concerts here had Singtel a telco company presale where you get a code if you have a mobile line with the company The second presale could be LiveNations if they do SGs show But only some tickets are set aside of these presales Not all are open ,0.2,1
2633,Thank you ,0.1,1
2634,lol thank god for tht one army who warned us abt tht singtel scammer bc i just got a random call saying i hv some problem with my wifi internet,0,1
2635,Just got a call from Singtel technical support stating to fix my modem Funny  thing I DONT have Singtel connection @Singtel seems like some is impersonating your customer support pictwittercomlFQvD48s5V,-0.9,0
2636,Singtel funny how when it comes to billing they sent email n sms but when it comes to contract ending none at all,-0.6,0
2637,I got SingTel priority sale I got 13 But its still unfair for the other people who got up so early to queue for it Just feel its unfair,-0.5,0
2638,im like keep on refreshing singtel web to see the preorder ,0.4,1
2639,i just googled for SGs tourist sim and wtfff 38 for 100GB of data from Singtel why the fuck am i paying 80 dollar monthly sub for 3gb,-0.9,0
2640,Hi Singtel I am travelling to Singapore later this month and will be staying for 8 days I was hoping to order your 1280 hiTourist EZLink SIM Card online but have a quick question re its validity @SingtelSupport,0,1
2641,Helo @Singtel  come on,0.3,1
2642,I am requesting to port over my current home number from M1 to singtel,0,1
2643,if anyone has any nonsingtel unlimited data plans PLS hmu My nsf wallet is crying from the past year and the next year of singtel infinity i just found out my plan ends next aug hhahah,0.6,1
2644,Singtel prompted me to check my data roaming charges on my app Thats why I was charged 436 in two mins,-0.7,0
2645,McDonald Wifi  Singtel Wifi,0,1
2646,Singapore telcos could make up to US510m from 5G by 2025 report   Singtel shareholders to note  Base on last closing of 320 Singtels dividend yield is 54 base on 0175 annual dividend Singtel,-0.1,0
2647,WhatI bought priority singtel  got 5th row ,0,1
2648,ugh no time to call up singtel eh,-0.7,0
2649,5G Garage live facility to drive Singapore 5G ecosystem Ericsson Singtel Singapore Polytechnic  news,0,1
2650,Is it just me or singtel has been screwing up on their network recently,-0.5,0
2651,How what about those SingTel priority sales shouldnt they have already gotten these seats Or is this one productions marketing gimmick ,-0.4,0
2652,@ SINGTEL,0,1
2653,GODDAMMIT SINGTEL WTF,-0.4,0
2654,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomWsjs4KeCo1,-0.3,0
2655,FUCK YOU SINGTEL,-0.6,0
2656,Operator Business Services in Australia 20182023 Forecast Report Featuring Telstra Optus Singtel Vocus Group Macquarie Telecom Group and TPG Telecom    Business Wire ,0,1
2657,Byers Singtel na sim Haha payter kay ka maynta n ani kakusug ddto sa amo hahah pictwittercomknnR7gqmN9,0.8,1
2658,Hi @Singtel @SingtelSupport  I need help with my WIFI asap its getting slower day by day contacted someone to come but heisss mia,0,1
2659,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomAbAM6VKISl,-0.3,0
2660,Operator Business Services in Australia 20182023 Forecast Report Featuring Telstra Optus Singtel Vocus Group Macquarie Telecom Group and TPG Telecom    Business Wire ,0,1
2661,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomWqjWFDW1i4,-0.3,0
2662,Is that your response What about refunding the 400 youve overcharged me  Singtel instructed me to check MySingtel app to see if the country was covered also instructed me that Singtel would be suspend data roaming when I reached my data roaming limit,-0.9,0
2663,Hi there were sorry to learn about this  May I clarify if the Data Roaming settings is disabled on both your device and via the My Singtel App You may wish to do so in the future to prevent incurring any Data Roaming charges,0,1
2664,Were aware of this issue and the relevant teams are currently looking into it Sorry for the inconvenience caused,-0.8,0
2665,This is very disappointing by hearing this from Airtel  What are we paying them for@SanjayDhotreMP ji this is disappointing that no action has been taken by @DoTIndia @SecretaryDoT for the same since past more than 2 years @anishgaur7,-0.9,0
2666,Yesterday received a call from @AirtelPresence @airtelindia @airtelnews executive Ms Simran K and she completely refused that this issue cannot be resolved She also suggested me to go for Prepaid from Postpaid to save money@sunilbmittal@SecretaryDoT@DoTIndia,-0.8,0
2667,ok to clarify the app doesnt work after i upgrade to android 10 and im not much worried about this app not working just letting you guys know its not working in android 10,-0.9,0
2668,singtel already settled ,0,1
2669,Hi there may I clarify if the speed test was done via a wired or wireless connection If it was done via a wireless connection able to share if your desktop is located near the modem,-0.1,0
2670,Hi there May I clarify if you meant that the app crashes whenever you launch it Also is the application updated to the latest version You may wish to try reinstalling the application as well ,-0.7,0
2671,Hi there may I clarify if you meant that the app crashes every time you try launching it Have you also updated the app to the latest version You may wish to reinstall it as well ,-0.7,0
2672,what does this meanpictwittercomML9JGoGvGx,0,1
2673,sorry did not notice your reply basically it does not show any error the application gets initiated and before loading completely just disappear without any errormessage my device is pixel 2xl,-0.8,0
2674,Hi there you may visit  for more information on our current promotions Were always coming up with new and attractive promotions so do stay tuned ,0.7,1
2675,Eh simi sai Singtel make booth then people video call their customer service Might as well do at home no need go down store hahahahahaha Makcik malu nak bebual dah sengeh sengeh tengok lain eh tak nak tengok iPad hahahahaha,-0.4,0
2676,Hello We have replied you on Facebook as well to get your details to personally follow up with you on this Thank you,0.7,1
2677,ok noted,0,1
2678,Thanks Yumi I did but am considering whether Google Nest Hub is relevant in my home automation project Regardless do I need to go down to M1 shops to sign up  whens e last day My Singtel plan expires in a few more days,0.5,1
2679,@M1Singapore fibre bb is now 3990 @Singtels recon offer is also 3990 I want to go to u M1 but ur recent price increase makes it a little more difficult 2 decide,0.1,1
2680,8 of these devices are being installed in my condos basement car park to boost Singtel M1  Starhub mobile coverage  pictwittercomDnSwECkNEL,0.2,1
2681,Download J730GMDXU7CSG3 Official Android 9 pie for Galaxy J7 Pro SMJ730GM Singapore SingTel SIN  SIN ,0.4,1
2682,Singapore Telecommunications  Singtels flagship store wins innovative retail concept awa SingaporeTelecommunications Stock MarketScreener pictwittercomjmnxkafb63,0.3,1
2683,Want sell you singtel plans,0,1
2684,Singtels flagship store wins innovative retail concept award from the Federation of AsiaPacific Retailers Associations The award recognises Singtel for its use of innovative retail technologies to deliver an engaging and unique customer experience pictwittercomKS4KIhQIfg,0.8,1
2685,diskusi bagus matur nuwun mas @ainunnajib TKItenaga kerja IA bro mumpung di singapure ajak ngobrol kang borrys hasian design directornya singtel ,0.5,1
2686,Due to a NetlinkTrust fibre cable cut some customers in the vicinity of Teck Whye may be experiencing difficulties accessing their fibre broadband Singtel TV and digital home line services We will provide updates as they become available Thank you for your patience,0.4,1
2687,Singtel lauches its VIA mobile payment alliance in Japan  payments paymentsinnovation,0.1,1
2688,Singtel technical department called me and ask how are you doing And why is it any of your concern,-0.6,0
2689,pictwittercomqLYnT5bj7Y,0,1
2690,Day21 @airtelindia network down No real No resolution shameless Airtel useless @VittalGopal @sunilbmittal,-0.9,0
2691,I just got a scam call saying they are from Singtel Cyber Security and that a large amount of data has been consumed without my knowledge using my home WiFi As Im still at work and Im the office admin for my office Internet as well,-0.9,0
2692,nabei singtel i want give you money you dw zzz,-0.3,0
2693,Hi there can you drop us a message via MySingtel App Our colleagues will be able to assist you better on this,0.5,1
2694,Hi there good morning to you Are you still facing this issue today,-0.2,0
2695,Singtel Dash app does not work with Android 10 ,-0.9,0
2696,I hate singtel Ugh freaking burden make me go all the way to woodlands to change router claiming that thats the cause Now i have 3 days with no internet Well done,-0.8,0
2697,Numa simples pesquisa encontrei a SATS Ltd empresa publica que gere alguns aeroportos e o servio de transporte martimo Depois da uma pesquisa nas empresas singtel starhub M1 my republic e pacific internet,-0.2,0
2698,Mine is a letter to demand payment by singtel from my late fil,0,1
2699,Bummer Reducing that bottleneck will be clutch for the entire region I handled transfers on behalf of Singtel 10y ago when Lost owned Sunday primetime TV TLDR xferd ep to SG for rebroadcast upon airing in US like clockwork 3rdparty VoDOTT digitaldistrometadata op,-0.9,0
2700,Hey guys important please take noteThis week there will be NO VERSUS WEEKLY at Singtel Comm Centre 11th Sept 2019 sessions will resume on 18th SeptPlease help to spread the word so that nobody will turn up or in case they missed this announcementSee you guys soon ,-0.4,0
2701,im fucking sad bcos of my fucking ml team why are they even in mythic kmk and singtel pls la do smtg abt ur fucking ballest company la cb ur wifi damn rabak somemore fking expensivemight as well throw ur brain away if ur wifi like one dog right,-0.8,0
2702,Successfully transferred to Circles Life Fuck you Singtel,-0.1,0
2703,uxjobs SG Consumer Digital  UX Writer  Singtel  Singapore ,0,1
2704,Singtel is the most useless thing to exist in this decade istg,-0.8,0
2705,OMD Singapore has been named Singapores Media Agency of the Year again This time by the @4As Singapore Media Awards 2019 after the agency won the Grand Prix plus 4 other accolades for work on @McDonalds and @Singtel Read more here pictwittercomucvXhpYfMS,0.1,1
2706,Mewfi SingTel   4GLTE   SIM 5 via @amazonJP ,-0.2,0
2707,pictwittercomIl8nc3JowD,0,1
2708,I just got this sms at 2241pm today Im confused They say i used 90 now but the earlier picture i show was 27gb8gb which has exceedpictwittercom7gq9oeOYuG,-0.6,0
2709,May I ask to clarify that there was no SMS sent to inform you that you have exceeded your local data bundle Additionally excess local data charges will be capped at 188,-0.7,0
2710,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
2711,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
2712,singtel wifi is shit i said what i said ,-0.7,0
2713,omgggg singtel wifi,0,1
2714,Isit possible to waive off the xtra charges because i didnt received any warnings or notifications about the free data promo ending 27gb minus 8gb means i have to pay xtra of 10 x 19 190 bill,-0.7,0
2715,Hello For your SIM Only Plan I believe you are on the 12 month contract one and was enjoying the promo of free additional data For this it will be providedevery month for the first 12 months of the minimum subscription and will drop off automatically from the13th month,-0.1,0
2716,Happened to me toooooo hate it,-0.8,0
2717,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
2718,Siala  burn Bcoz my supposedly free 20gb simonlyplan expired last mth  my data overexceed this mth I didnt get any notification abt the expiry @Singtel wtf pictwittercomzRRTO68LQg,-0.9,0
2719,Wtf singtel,-0.6,0
2720,singtel wifi so slow and doesnt load anything im getting sick and tired of having to use my data all the time,-0.9,0
2721,omg singtel tv showing x1 flash pictwittercombLAElW1aGr,-0.2,0
2722,La ralit augmente est plus que jamais relle P TeamEricssonSingtel et Optus passent un appel 5G AR avec Ericsson et Oppo cc @ericssonfrance,-0.5,0
2723,Great ,0.9,1
2724,yes its on my spam folder thanks,0.4,1
2725,Saya mana ada telkomsel ini pakenya singtel ,0,1
2726,Hello Does this happen in only those few specific locations whereby there is a lack of network Additionally do try to restart your device and reinsert your SIM Card in the affected area Do let us know how that goes We are here to help,-0.6,0
2727,Its just when I go to some areas the data goes missing and doesnt come back on for at least 5 mins,-0.6,0
2728,See you there soon,0.1,1
2729,Day20 @airtelindia services down No response No resolution Singtel @forbesindia @Forbes @ForbesTech @Singtel @VodafoneIN @reliancejio @sunilbmittal @ReutersIndia @TRAI backtobicyclepictwittercomSqusSDWOju,-0.8,0
2730,@SingtelSupport hi so i bought singtel hitourist ezlink sim card but i havent received any confirmation email but the payment is already deducted from my card pictwittercom54SokvDrik,-0.8,0
2731,Is it just me of Singtel is really slow nowadays and my data just went missing,-0.8,0
2732,Im afraid we do require the certain info for the respective teams to investigate further  which will help us to have better visibility to identify the issue better and actually work on a fix You may wish to provide the requested details to the agent who attended to you,0.3,1
2733,Hi Ive followed you  do drop me a DM with the Registered Subscribers full name NRICFIN and contact number Well assist further ,0,1
2734,always this singtel only la ,-0.2,0
2735,@LKSF@dbsbank@Singtel@OCBCBank     @TheRealBradLea  @LightSpeedVT    LightSpeedVT Virtual TrainingpictwittercomrV5jIrFMps,0.1,1
2736,@airtelindia @AirtelPresence is worst 4G service provider  now its more that 18 months complaint still open  @sunilbmittal You are charging me without providing service@TRAI please penalise Airtel for poir service @Singtel @SingtelBusiness @SingtelSupport,-0.9,0
2737,Uhoh The Australian localization version of The Secret Life of 4 Year Olds airs Wednesdays at 8p on @DIVAtvAsia on @StarHub and @Singtel,0.6,1
2738,CB SINGTEL WTF IS WRONG WITH YOUR WIFI,-0.8,0
2739,JSQUARED 5 Cashback 30 Min Spend at Deliveroo with Singtel Dash ,-0.6,0
2740,hmmmm I cant seem to DM you,-0.4,0
2741,asked me to do 13 steps for them to identify the problem when its 100 singtel routing issue,-0.3,0
2742,its too long to send,-0.2,0
2743,Hi able to share with us what did our colleagues last advised you on this,0.7,1
2744,Forex Account Management SEP 19 PerformanceWhatsapp   Telegram  goldsignals xauusd forexsignals nasdaq fbs etoro brexit trump nfp ADSSMarketAnalysis goldanalysis indonesia trading goldanalysis usdcad singtel pictwittercommnc1SJO1Su,0,1
2745,Home SingTel dont have,0,1
2746,bc Singtel priority dgklfhgfg ,0,1
2747,hi I tried what you describe the wired connection speed is still very slow getting a speed of around 93Mbps when I should be getting at least 800Mbps,-0.8,0
2748,Hiturn off the Singtel Settop box the modem and the optical network terminal ONT with a 3 min interval between each device then turn them back on in the reverse order with the same time interval between each device This should help refresh  resynchronize the connection,-0.1,0
2749,Singtel Project     Team   UnicodeSingtel Project     Team  ,0.1,1
2750,singtel useless  emailed support and got back a stupid long paragraph about useless stuff  Problem has been around for a month now I am Getting high ping when connected to mumbai servers I am supposed to get stound 65 but i get 220 instead PlEASE FIX THIS,-0.9,0
2751,okay im stuck in sg customs and i have singtel instead of digimaxi now time to catch up on updates ,-0.2,0
2752,have the same problem as well,-0.4,0
2753,that means powering all the singtel devices then switching on the white fibre modem followed by the modem,-0.4,0
2754,RnR Weekly 080919 Identity Crisis at SingTel Keppel Pacific Oak US REIT and More It is evident from the discourse during the AGM that SingTel has a very traditional investor base They want steady increasing profits and corresponding dividends Most pictwittercombUMYSwVoml,0.2,1
2755, This weeks RnR Weekly focuses on SingTels perceived identity crisis Keppel Pacific Oak US REITs busy week and other interesting reads  videos,-0.1,0
2756,Hi there have you tried to perform a sequential reboot,0,1
2757,knn singtel 4g and wifi these days really cmi leh wtf is this shit connection hello,-0.9,0
2758,hi this is my speed test results this is on a PC connected via a LAN wired connectionpictwittercomWmCOZYhmJQ,0.1,1
2759,@narendramodi @OfficeOfRSP @BJP4Goa @goacm our prime responsibility should be digging grave for corruption as well as corrupters like Airtel Who not only spoiled @goa STATE repution but tortured we goans and looted us largely @TOIGoaNews @NavhindTimes @go,-0.7,0
